subject,split,coronal_index,image,mask,cerebellum_pixels,has_cerebellum
OASIS-TRT-20-20,train,83,images/train/OASIS-TRT-20-20_coronal-083.png,masks/train/OASIS-TRT-20-20_coronal-083.png,3777,1
OASIS-TRT-20-20,train,84,images/train/OASIS-TRT-20-20_coronal-084.png,masks/train/OASIS-TRT-20-20_coronal-084.png,3794,1
OASIS-TRT-20-20,train,85,images/train/OASIS-TRT-20-20_coronal-085.png,masks/train/OASIS-TRT-20-20_coronal-085.png,3808,1
OASIS-TRT-20-20,train,86,images/train/OASIS-TRT-20-20_coronal-086.png,masks/train/OASIS-TRT-20-20_coronal-086.png,3848,1
OASIS-TRT-20-20,train,87,images/train/OASIS-TRT-20-20_coronal-087.png,masks/train/OASIS-TRT-20-20_coronal-087.png,3862,1
OASIS-TRT-20-20,train,88,images/train/OASIS-TRT-20-20_coronal-088.png,masks/train/OASIS-TRT-20-20_coronal-088.png,3836,1
OASIS-TRT-20-20,train,89,images/train/OASIS-TRT-20-20_coronal-089.png,masks/train/OASIS-TRT-20-20_coronal-089.png,3799,1
OASIS-TRT-20-20,train,90,images/train/OASIS-TRT-20-20_coronal-090.png,masks/train/OASIS-TRT-20-20_coronal-090.png,3751,1
OASIS-TRT-20-20,train,91,images/train/OASIS-TRT-20-20_coronal-091.png,masks/train/OASIS-TRT-20-20_coronal-091.png,3707,1
OASIS-TRT-20-20,train,92,images/train/OASIS-TRT-20-20_coronal-092.png,masks/train/OASIS-TRT-20-20_coronal-092.png,3690,1
OASIS-TRT-20-20,train,93,images/train/OASIS-TRT-20-20_coronal-093.png,masks/train/OASIS-TRT-20-20_coronal-093.png,3637,1
OASIS-TRT-20-20,train,94,images/train/OASIS-TRT-20-20_coronal-094.png,masks/train/OASIS-TRT-20-20_coronal-094.png,3576,1
OASIS-TRT-20-20,train,95,images/train/OASIS-TRT-20-20_coronal-095.png,masks/train/OASIS-TRT-20-20_coronal-095.png,3489,1
OASIS-TRT-20-20,train,96,images/train/OASIS-TRT-20-20_coronal-096.png,masks/train/OASIS-TRT-20-20_coronal-096.png,3345,1
OASIS-TRT-20-20,train,97,images/train/OASIS-TRT-20-20_coronal-097.png,masks/train/OASIS-TRT-20-20_coronal-097.png,3252,1
OASIS-TRT-20-20,train,98,images/train/OASIS-TRT-20-20_coronal-098.png,masks/train/OASIS-TRT-20-20_coronal-098.png,3075,1
OASIS-TRT-20-20,train,99,images/train/OASIS-TRT-20-20_coronal-099.png,masks/train/OASIS-TRT-20-20_coronal-099.png,2854,1
OASIS-TRT-20-20,train,100,images/train/OASIS-TRT-20-20_coronal-100.png,masks/train/OASIS-TRT-20-20_coronal-100.png,2572,1
OASIS-TRT-20-20,train,101,images/train/OASIS-TRT-20-20_coronal-101.png,masks/train/OASIS-TRT-20-20_coronal-101.png,2223,1
OASIS-TRT-20-20,train,102,images/train/OASIS-TRT-20-20_coronal-102.png,masks/train/OASIS-TRT-20-20_coronal-102.png,2041,1
OASIS-TRT-20-20,train,103,images/train/OASIS-TRT-20-20_coronal-103.png,masks/train/OASIS-TRT-20-20_coronal-103.png,1815,1
OASIS-TRT-20-20,train,104,images/train/OASIS-TRT-20-20_coronal-104.png,masks/train/OASIS-TRT-20-20_coronal-104.png,1496,1
OASIS-TRT-20-20,train,105,images/train/OASIS-TRT-20-20_coronal-105.png,masks/train/OASIS-TRT-20-20_coronal-105.png,1220,1
OASIS-TRT-20-20,train,106,images/train/OASIS-TRT-20-20_coronal-106.png,masks/train/OASIS-TRT-20-20_coronal-106.png,918,1
OASIS-TRT-20-20,train,107,images/train/OASIS-TRT-20-20_coronal-107.png,masks/train/OASIS-TRT-20-20_coronal-107.png,678,1
OASIS-TRT-20-20,train,108,images/train/OASIS-TRT-20-20_coronal-108.png,masks/train/OASIS-TRT-20-20_coronal-108.png,525,1
OASIS-TRT-20-20,train,109,images/train/OASIS-TRT-20-20_coronal-109.png,masks/train/OASIS-TRT-20-20_coronal-109.png,381,1
OASIS-TRT-20-20,train,110,images/train/OASIS-TRT-20-20_coronal-110.png,masks/train/OASIS-TRT-20-20_coronal-110.png,294,1
OASIS-TRT-20-20,train,111,images/train/OASIS-TRT-20-20_coronal-111.png,masks/train/OASIS-TRT-20-20_coronal-111.png,266,1
OASIS-TRT-20-20,train,112,images/train/OASIS-TRT-20-20_coronal-112.png,masks/train/OASIS-TRT-20-20_coronal-112.png,228,1
OASIS-TRT-20-20,train,113,images/train/OASIS-TRT-20-20_coronal-113.png,masks/train/OASIS-TRT-20-20_coronal-113.png,207,1
OASIS-TRT-20-20,train,114,images/train/OASIS-TRT-20-20_coronal-114.png,masks/train/OASIS-TRT-20-20_coronal-114.png,153,1
OASIS-TRT-20-20,train,115,images/train/OASIS-TRT-20-20_coronal-115.png,masks/train/OASIS-TRT-20-20_coronal-115.png,91,1
OASIS-TRT-20-20,train,116,images/train/OASIS-TRT-20-20_coronal-116.png,masks/train/OASIS-TRT-20-20_coronal-116.png,38,1
OASIS-TRT-20-20,train,117,images/train/OASIS-TRT-20-20_coronal-117.png,masks/train/OASIS-TRT-20-20_coronal-117.png,6,1
OASIS-TRT-20-20,train,118,images/train/OASIS-TRT-20-20_coronal-118.png,masks/train/OASIS-TRT-20-20_coronal-118.png,0,0
OASIS-TRT-20-20,train,119,images/train/OASIS-TRT-20-20_coronal-119.png,masks/train/OASIS-TRT-20-20_coronal-119.png,0,0
OASIS-TRT-20-20,train,120,images/train/OASIS-TRT-20-20_coronal-120.png,masks/train/OASIS-TRT-20-20_coronal-120.png,0,0
OASIS-TRT-20-20,train,121,images/train/OASIS-TRT-20-20_coronal-121.png,masks/train/OASIS-TRT-20-20_coronal-121.png,0,0
OASIS-TRT-20-20,train,122,images/train/OASIS-TRT-20-20_coronal-122.png,masks/train/OASIS-TRT-20-20_coronal-122.png,0,0
OASIS-TRT-20-20,train,123,images/train/OASIS-TRT-20-20_coronal-123.png,masks/train/OASIS-TRT-20-20_coronal-123.png,0,0
OASIS-TRT-20-20,train,124,images/train/OASIS-TRT-20-20_coronal-124.png,masks/train/OASIS-TRT-20-20_coronal-124.png,0,0
OASIS-TRT-20-20,train,125,images/train/OASIS-TRT-20-20_coronal-125.png,masks/train/OASIS-TRT-20-20_coronal-125.png,0,0
OASIS-TRT-20-20,train,126,images/train/OASIS-TRT-20-20_coronal-126.png,masks/train/OASIS-TRT-20-20_coronal-126.png,0,0
OASIS-TRT-20-20,train,127,images/train/OASIS-TRT-20-20_coronal-127.png,masks/train/OASIS-TRT-20-20_coronal-127.png,0,0
OASIS-TRT-20-20,train,128,images/train/OASIS-TRT-20-20_coronal-128.png,masks/train/OASIS-TRT-20-20_coronal-128.png,0,0
OASIS-TRT-20-20,train,129,images/train/OASIS-TRT-20-20_coronal-129.png,masks/train/OASIS-TRT-20-20_coronal-129.png,0,0
OASIS-TRT-20-20,train,130,images/train/OASIS-TRT-20-20_coronal-130.png,masks/train/OASIS-TRT-20-20_coronal-130.png,0,0
OASIS-TRT-20-20,train,131,images/train/OASIS-TRT-20-20_coronal-131.png,masks/train/OASIS-TRT-20-20_coronal-131.png,0,0
OASIS-TRT-20-20,train,132,images/train/OASIS-TRT-20-20_coronal-132.png,masks/train/OASIS-TRT-20-20_coronal-132.png,0,0
OASIS-TRT-20-20,train,133,images/train/OASIS-TRT-20-20_coronal-133.png,masks/train/OASIS-TRT-20-20_coronal-133.png,0,0
OASIS-TRT-20-20,train,134,images/train/OASIS-TRT-20-20_coronal-134.png,masks/train/OASIS-TRT-20-20_coronal-134.png,0,0
OASIS-TRT-20-20,train,135,images/train/OASIS-TRT-20-20_coronal-135.png,masks/train/OASIS-TRT-20-20_coronal-135.png,0,0
OASIS-TRT-20-20,train,136,images/train/OASIS-TRT-20-20_coronal-136.png,masks/train/OASIS-TRT-20-20_coronal-136.png,0,0
OASIS-TRT-20-20,train,137,images/train/OASIS-TRT-20-20_coronal-137.png,masks/train/OASIS-TRT-20-20_coronal-137.png,0,0
OASIS-TRT-20-20,train,138,images/train/OASIS-TRT-20-20_coronal-138.png,masks/train/OASIS-TRT-20-20_coronal-138.png,0,0
OASIS-TRT-20-20,train,139,images/train/OASIS-TRT-20-20_coronal-139.png,masks/train/OASIS-TRT-20-20_coronal-139.png,0,0
OASIS-TRT-20-20,train,140,images/train/OASIS-TRT-20-20_coronal-140.png,masks/train/OASIS-TRT-20-20_coronal-140.png,0,0
OASIS-TRT-20-20,train,141,images/train/OASIS-TRT-20-20_coronal-141.png,masks/train/OASIS-TRT-20-20_coronal-141.png,0,0
OASIS-TRT-20-20,train,142,images/train/OASIS-TRT-20-20_coronal-142.png,masks/train/OASIS-TRT-20-20_coronal-142.png,0,0
OASIS-TRT-20-20,train,143,images/train/OASIS-TRT-20-20_coronal-143.png,masks/train/OASIS-TRT-20-20_coronal-143.png,0,0
OASIS-TRT-20-20,train,144,images/train/OASIS-TRT-20-20_coronal-144.png,masks/train/OASIS-TRT-20-20_coronal-144.png,0,0
OASIS-TRT-20-20,train,145,images/train/OASIS-TRT-20-20_coronal-145.png,masks/train/OASIS-TRT-20-20_coronal-145.png,0,0
OASIS-TRT-20-20,train,146,images/train/OASIS-TRT-20-20_coronal-146.png,masks/train/OASIS-TRT-20-20_coronal-146.png,0,0
OASIS-TRT-20-20,train,147,images/train/OASIS-TRT-20-20_coronal-147.png,masks/train/OASIS-TRT-20-20_coronal-147.png,0,0
OASIS-TRT-20-20,train,148,images/train/OASIS-TRT-20-20_coronal-148.png,masks/train/OASIS-TRT-20-20_coronal-148.png,0,0
OASIS-TRT-20-20,train,149,images/train/OASIS-TRT-20-20_coronal-149.png,masks/train/OASIS-TRT-20-20_coronal-149.png,0,0
OASIS-TRT-20-20,train,150,images/train/OASIS-TRT-20-20_coronal-150.png,masks/train/OASIS-TRT-20-20_coronal-150.png,0,0
OASIS-TRT-20-20,train,151,images/train/OASIS-TRT-20-20_coronal-151.png,masks/train/OASIS-TRT-20-20_coronal-151.png,0,0
OASIS-TRT-20-20,train,152,images/train/OASIS-TRT-20-20_coronal-152.png,masks/train/OASIS-TRT-20-20_coronal-152.png,0,0
OASIS-TRT-20-20,train,153,images/train/OASIS-TRT-20-20_coronal-153.png,masks/train/OASIS-TRT-20-20_coronal-153.png,0,0
OASIS-TRT-20-20,train,154,images/train/OASIS-TRT-20-20_coronal-154.png,masks/train/OASIS-TRT-20-20_coronal-154.png,0,0
OASIS-TRT-20-20,train,155,images/train/OASIS-TRT-20-20_coronal-155.png,masks/train/OASIS-TRT-20-20_coronal-155.png,0,0
OASIS-TRT-20-20,train,156,images/train/OASIS-TRT-20-20_coronal-156.png,masks/train/OASIS-TRT-20-20_coronal-156.png,0,0
OASIS-TRT-20-20,train,157,images/train/OASIS-TRT-20-20_coronal-157.png,masks/train/OASIS-TRT-20-20_coronal-157.png,0,0
OASIS-TRT-20-20,train,158,images/train/OASIS-TRT-20-20_coronal-158.png,masks/train/OASIS-TRT-20-20_coronal-158.png,0,0
OASIS-TRT-20-20,train,159,images/train/OASIS-TRT-20-20_coronal-159.png,masks/train/OASIS-TRT-20-20_coronal-159.png,0,0
OASIS-TRT-20-20,train,160,images/train/OASIS-TRT-20-20_coronal-160.png,masks/train/OASIS-TRT-20-20_coronal-160.png,0,0
OASIS-TRT-20-20,train,161,images/train/OASIS-TRT-20-20_coronal-161.png,masks/train/OASIS-TRT-20-20_coronal-161.png,0,0
OASIS-TRT-20-20,train,162,images/train/OASIS-TRT-20-20_coronal-162.png,masks/train/OASIS-TRT-20-20_coronal-162.png,0,0
OASIS-TRT-20-20,train,163,images/train/OASIS-TRT-20-20_coronal-163.png,masks/train/OASIS-TRT-20-20_coronal-163.png,0,0
OASIS-TRT-20-20,train,164,images/train/OASIS-TRT-20-20_coronal-164.png,masks/train/OASIS-TRT-20-20_coronal-164.png,0,0
OASIS-TRT-20-20,train,165,images/train/OASIS-TRT-20-20_coronal-165.png,masks/train/OASIS-TRT-20-20_coronal-165.png,0,0
OASIS-TRT-20-20,train,166,images/train/OASIS-TRT-20-20_coronal-166.png,masks/train/OASIS-TRT-20-20_coronal-166.png,0,0
OASIS-TRT-20-20,train,167,images/train/OASIS-TRT-20-20_coronal-167.png,masks/train/OASIS-TRT-20-20_coronal-167.png,0,0
OASIS-TRT-20-20,train,168,images/train/OASIS-TRT-20-20_coronal-168.png,masks/train/OASIS-TRT-20-20_coronal-168.png,0,0
OASIS-TRT-20-20,train,169,images/train/OASIS-TRT-20-20_coronal-169.png,masks/train/OASIS-TRT-20-20_coronal-169.png,0,0
OASIS-TRT-20-20,train,170,images/train/OASIS-TRT-20-20_coronal-170.png,masks/train/OASIS-TRT-20-20_coronal-170.png,0,0
OASIS-TRT-20-20,train,171,images/train/OASIS-TRT-20-20_coronal-171.png,masks/train/OASIS-TRT-20-20_coronal-171.png,0,0
OASIS-TRT-20-20,train,172,images/train/OASIS-TRT-20-20_coronal-172.png,masks/train/OASIS-TRT-20-20_coronal-172.png,0,0
OASIS-TRT-20-20,train,173,images/train/OASIS-TRT-20-20_coronal-173.png,masks/train/OASIS-TRT-20-20_coronal-173.png,0,0
OASIS-TRT-20-20,train,174,images/train/OASIS-TRT-20-20_coronal-174.png,masks/train/OASIS-TRT-20-20_coronal-174.png,0,0
OASIS-TRT-20-20,train,175,images/train/OASIS-TRT-20-20_coronal-175.png,masks/train/OASIS-TRT-20-20_coronal-175.png,0,0
OASIS-TRT-20-20,train,176,images/train/OASIS-TRT-20-20_coronal-176.png,masks/train/OASIS-TRT-20-20_coronal-176.png,0,0
OASIS-TRT-20-20,train,177,images/train/OASIS-TRT-20-20_coronal-177.png,masks/train/OASIS-TRT-20-20_coronal-177.png,0,0
OASIS-TRT-20-20,train,178,images/train/OASIS-TRT-20-20_coronal-178.png,masks/train/OASIS-TRT-20-20_coronal-178.png,0,0
OASIS-TRT-20-20,train,179,images/train/OASIS-TRT-20-20_coronal-179.png,masks/train/OASIS-TRT-20-20_coronal-179.png,0,0
OASIS-TRT-20-20,train,180,images/train/OASIS-TRT-20-20_coronal-180.png,masks/train/OASIS-TRT-20-20_coronal-180.png,0,0
OASIS-TRT-20-20,train,181,images/train/OASIS-TRT-20-20_coronal-181.png,masks/train/OASIS-TRT-20-20_coronal-181.png,0,0
OASIS-TRT-20-20,train,182,images/train/OASIS-TRT-20-20_coronal-182.png,masks/train/OASIS-TRT-20-20_coronal-182.png,0,0
OASIS-TRT-20-20,train,183,images/train/OASIS-TRT-20-20_coronal-183.png,masks/train/OASIS-TRT-20-20_coronal-183.png,0,0
OASIS-TRT-20-20,train,184,images/train/OASIS-TRT-20-20_coronal-184.png,masks/train/OASIS-TRT-20-20_coronal-184.png,0,0
OASIS-TRT-20-20,train,185,images/train/OASIS-TRT-20-20_coronal-185.png,masks/train/OASIS-TRT-20-20_coronal-185.png,0,0
OASIS-TRT-20-20,train,186,images/train/OASIS-TRT-20-20_coronal-186.png,masks/train/OASIS-TRT-20-20_coronal-186.png,0,0
OASIS-TRT-20-20,train,187,images/train/OASIS-TRT-20-20_coronal-187.png,masks/train/OASIS-TRT-20-20_coronal-187.png,0,0
OASIS-TRT-20-20,train,188,images/train/OASIS-TRT-20-20_coronal-188.png,masks/train/OASIS-TRT-20-20_coronal-188.png,0,0
OASIS-TRT-20-20,train,189,images/train/OASIS-TRT-20-20_coronal-189.png,masks/train/OASIS-TRT-20-20_coronal-189.png,0,0
OASIS-TRT-20-20,train,190,images/train/OASIS-TRT-20-20_coronal-190.png,masks/train/OASIS-TRT-20-20_coronal-190.png,0,0
OASIS-TRT-20-20,train,191,images/train/OASIS-TRT-20-20_coronal-191.png,masks/train/OASIS-TRT-20-20_coronal-191.png,0,0
